,0,1
0,-2.5873984766893523,0.0
1,-2.409932497002178,0.0
2,-2.648862334349918,0.0
3,-2.598736749100594,0.0
4,-2.636926878105799,0.0
5,-2.8662416521186707,0.0
6,-2.625238049850377,0.0
7,-2.8006841154482247,0.0
8,-2.9805020437819914,0.0
9,-2.590006313968098,0.0
10,-2.770102426027904,0.0
11,-2.849368705043099,0.0
12,-2.997406546594906,0.0
13,-2.4056144850974874,0.0
14,-2.209489237783683,0.0
15,-2.714451426757707,0.0
16,-2.538148258998944,0.0
17,-2.83946216764285,0.0
18,-2.543085749830397,0.0
19,-2.703359782335161,0.0
20,1.2848256888583478,1.0
21,0.9324885323123162,1.0
22,1.4643023219913909,1.0
23,0.1833177199583753,1.0
24,1.0881032577116656,1.0
25,0.6416690842580799,1.0
26,1.095060662632445,1.0
27,-0.749122669829652,1.0
28,1.0441318260534347,1.0
29,-0.008745404082892705,1.0
30,-0.5078408838353194,1.0
31,0.5116985574475974,1.0
32,0.2649765081120492,1.0
33,0.9849345104708913,1.0
34,-0.1739253716817668,1.0
35,0.9278607809442443,1.0
36,0.660283761696939,1.0
37,0.23610499331767265,1.0
38,0.9447337280198171,1.0
39,0.04522697629870276,1.0
40,1.1162831773500503,1.0
41,0.357888417997307,1.0
42,1.298183875358915,1.0
43,0.9217289224470377,1.0
44,0.7148533259114114,1.0
45,0.900174373172165,1.0
46,1.3320244367220866,1.0
47,1.5578021550660681,1.0
48,0.8132906498175423,1.0
49,-0.3055837780243076,1.0
50,-0.06812649206835975,1.0
51,-0.18962247237849805,1.0
52,0.1364287115580165,1.0
53,1.3800264359155126,1.0
54,0.5880064433398662,1.0
55,0.8068583125004105,1.0
56,1.2206908824443499,1.0
57,0.8150952357666021,1.0
58,0.24595767988669426,1.0
59,0.1664132171454602,1.0
60,0.46480028840378296,1.0
61,0.8908151984694497,1.0
62,0.23054802355945814,1.0
63,-0.7045317592446585,1.0
64,0.3569814947010501,1.0
65,0.3319344799450592,1.0
66,0.3762156510666719,1.0
67,0.6425760075543376,1.0
68,-0.9064698649488321,1.0
69,0.29900084187814446,1.0
70,2.531192727803629,2.0
71,1.415235876703905,2.0
72,2.616676015995689,2.0
73,1.971531053043437,2.0
74,2.350005920044641,2.0
75,3.397038736053255,2.0
76,0.5212322439097807,2.0
77,2.932587068993688,2.0
78,2.321228816573379,2.0
79,2.9167509667860676,2.0
80,1.6617741536365296,2.0
81,1.8034019529650918,2.0
82,2.165591796080143,2.0
83,1.3461635794584552,2.0
84,1.585928223873224,2.0
85,1.9044563747934262,2.0
86,1.9496890593990681,2.0
87,3.4870553642902733,2.0
88,3.795645422072883,2.0
89,1.300791712637662,2.0
90,2.427817913066044,2.0
91,1.1990011054655643,2.0
92,3.499920038924535,2.0
93,1.3887661316914661,2.0
94,2.2754305038722036,2.0
95,2.614090473810829,2.0
96,1.2585081605114885,2.0
97,1.2911320591150215,2.0
98,2.1236087227738967,2.0
99,2.3880030160034647,2.0
100,2.8416727781038693,2.0
101,3.2306736614320863,2.0
102,2.159437642489052,2.0
103,1.4441612423295096,2.0
104,1.7812948100451154,2.0
105,3.0764999316871853,2.0
106,2.1442433143020807,2.0
107,1.9050981488140746,2.0
108,1.1693263393415005,2.0
109,2.10761114325724,2.0
110,2.314154705235599,2.0
111,1.9222678009025982,2.0
112,1.415235876703905,2.0
113,2.5630133750774737,2.0
114,2.418746182732824,2.0
115,1.944109794546967,2.0
116,1.5271666148145195,2.0
117,1.7643457170444279,2.0
118,1.9009416142184214,2.0
119,1.390188861947915,2.0
