Index,0,1,2,Ensemble_Decision
0,0.394,0.519,0.087,1
1,0.46,0.516,0.007,1
2,0.528,0.458,0.001,0
3,0.406,0.563,0.025,1
4,0.435,0.486,0.023,1
5,0.463,0.531,0.006,1
6,0.435,0.539,0.008,1
7,0.563,0.412,0.035,0
8,0.479,0.506,0.006,1
9,0.44,0.535,0.026,1
10,0.452,0.524,0.029,1
11,0.506,0.467,0.027,0
12,0.561,0.408,0.021,0
13,0.464,0.521,0.006,1
14,0.381,0.603,0.014,1
15,0.481,0.509,0.01,1
16,0.684,0.303,0.004,0
17,0.402,0.58,0.006,1
18,0.445,0.534,0.015,1
19,0.495,0.47,0.021,0
20,0.399,0.557,0.044,1
21,0.55,0.442,0.008,0
22,0.497,0.478,0.006,0
23,0.498,0.455,0.06,0
24,0.419,0.552,0.011,1
25,0.404,0.569,0.027,1
26,0.528,0.459,0.013,0
27,0.541,0.446,0.033,0
28,0.449,0.522,0.011,1
29,0.463,0.501,0.044,1
30,0.447,0.528,0.002,1
31,0.441,0.549,0.002,1
32,0.443,0.462,0.034,1
33,0.404,0.513,0.044,1
34,0.38,0.579,0.024,1
35,0.602,0.391,0.006,0
36,0.391,0.594,0.003,1
37,0.53,0.449,0.012,0
38,0.441,0.526,0.025,1
39,0.466,0.467,0.049,1
40,0.403,0.579,0.006,1
41,0.486,0.471,0.035,0
42,0.416,0.534,0.043,1
43,0.346,0.574,0.023,1
44,0.463,0.491,0.03,1
45,0.425,0.556,0.027,1
46,0.435,0.547,0.011,1
47,0.421,0.546,0.018,1
48,0.37,0.618,0.001,1
49,0.569,0.416,0.014,0
50,0.427,0.49,0.033,1
51,0.477,0.426,0.061,0
52,0.404,0.574,0.015,1
53,0.483,0.488,0.029,1
54,0.347,0.652,0.001,1
55,0.447,0.532,0.005,1
56,0.453,0.521,0.009,1
57,0.452,0.504,0.039,1
58,0.549,0.417,0.015,0
59,0.557,0.433,0.008,0
60,0.463,0.463,0.112,0
61,0.446,0.527,0.017,1
62,0.426,0.546,0.014,1
63,0.472,0.419,0.109,0
64,0.523,0.454,0.014,0
65,0.414,0.543,0.061,1
66,0.323,0.659,0.017,1
67,0.464,0.511,0.008,1
68,0.574,0.425,0.006,0
69,0.499,0.472,0.029,0
70,0.431,0.532,0.033,1
71,0.438,0.532,0.022,1
72,0.541,0.319,0.112,0
73,0.432,0.438,0.057,1
74,0.326,0.465,0.203,1
75,0.141,0.859,0.0,1
76,0.692,0.293,0.008,0
77,0.394,0.445,0.125,1
78,0.457,0.526,0.007,1
79,0.504,0.471,0.021,0
80,0.418,0.564,0.007,1
81,0.419,0.564,0.007,1
82,0.342,0.474,0.184,1
83,0.483,0.346,0.182,0
84,0.457,0.513,0.017,1
85,0.438,0.512,0.05,1
86,0.59,0.383,0.027,0
87,0.443,0.27,0.197,0
88,0.331,0.649,0.004,1
89,0.442,0.534,0.005,1
90,0.436,0.545,0.02,1
91,0.357,0.625,0.026,1
92,0.414,0.572,0.003,1
93,0.315,0.347,0.331,1
94,0.355,0.624,0.013,1
95,0.509,0.458,0.019,0
96,0.442,0.511,0.03,1
97,0.54,0.416,0.044,0
98,0.685,0.298,0.0,0
99,0.681,0.296,0.005,0
100,0.558,0.424,0.002,0
101,0.514,0.475,0.011,0
102,0.422,0.553,0.025,1
103,0.509,0.483,0.008,0
104,0.446,0.525,0.011,1
105,0.487,0.377,0.075,0
106,0.476,0.512,0.003,1
107,0.442,0.539,0.032,1
108,0.41,0.441,0.155,1
109,0.57,0.416,0.006,0
110,0.46,0.23,0.275,0
111,0.557,0.434,0.02,0
112,0.151,0.242,0.598,2
113,0.431,0.544,0.013,1
114,0.41,0.575,0.001,1
115,0.394,0.515,0.091,1
116,0.473,0.502,0.013,1
117,0.461,0.524,0.013,1
118,0.392,0.43,0.216,1
119,0.572,0.422,0.011,0
120,0.457,0.526,0.006,1
121,0.505,0.417,0.036,0
122,0.477,0.455,0.048,0
123,0.439,0.537,0.006,1
124,0.385,0.563,0.096,1
125,0.447,0.43,0.124,0
126,0.34,0.511,0.093,1
127,0.417,0.434,0.146,1
128,0.445,0.536,0.011,1
129,0.456,0.519,0.007,1
130,0.319,0.659,0.027,1
131,0.595,0.404,0.001,0
132,0.503,0.464,0.032,0
133,0.505,0.413,0.107,0
134,0.393,0.597,0.015,1
135,0.42,0.511,0.04,1
136,0.53,0.461,0.009,0
137,0.29,0.705,0.005,1
138,0.416,0.512,0.043,1
139,0.369,0.518,0.113,1
140,0.404,0.578,0.028,1
141,0.404,0.578,0.013,1
142,0.38,0.602,0.006,1
143,0.427,0.554,0.014,1
144,0.5,0.493,0.008,0
145,0.528,0.466,0.016,0
146,0.318,0.343,0.319,1
147,0.38,0.599,0.018,1
148,0.483,0.489,0.028,1
149,0.469,0.502,0.029,1
150,0.463,0.511,0.006,1
151,0.422,0.543,0.019,1
152,0.229,0.751,0.002,1
153,0.542,0.441,0.017,0
154,0.597,0.39,0.017,0
155,0.439,0.539,0.01,1
156,0.321,0.651,0.021,1
157,0.404,0.469,0.126,1
158,0.402,0.592,0.006,1
159,0.408,0.561,0.033,1
160,0.37,0.511,0.081,1
161,0.44,0.542,0.004,1
162,0.459,0.463,0.054,1
163,0.435,0.541,0.012,1
164,0.482,0.492,0.026,1
165,0.399,0.577,0.021,1
166,0.632,0.146,0.076,0
167,0.423,0.557,0.03,1
168,0.404,0.578,0.022,1
169,0.474,0.307,0.31,0
170,0.506,0.439,0.035,0
171,0.41,0.573,0.013,1
172,0.425,0.558,0.006,1
173,0.122,0.109,0.684,2
174,0.274,0.575,0.09,1
175,0.445,0.538,0.003,1
176,0.417,0.528,0.055,1
177,0.459,0.527,0.001,1
178,0.481,0.491,0.009,1
179,0.385,0.596,0.007,1
180,0.414,0.53,0.02,1
181,0.595,0.358,0.022,0
182,0.535,0.448,0.001,0
183,0.444,0.538,0.018,1
184,0.5,0.476,0.007,0
185,0.507,0.468,0.018,0
186,0.482,0.484,0.016,1
187,0.538,0.445,0.017,0
188,0.517,0.46,0.012,0
189,0.517,0.444,0.039,0
190,0.417,0.565,0.013,1
191,0.516,0.457,0.024,0
192,0.457,0.505,0.037,1
193,0.117,0.865,0.018,1
194,0.518,0.401,0.083,0
195,0.433,0.542,0.02,1
196,0.432,0.549,0.017,1
197,0.426,0.558,0.003,1
198,0.373,0.587,0.032,1
199,0.422,0.554,0.019,1
200,0.446,0.535,0.012,1
201,0.491,0.485,0.008,0
202,0.437,0.515,0.039,1
203,0.452,0.443,0.112,0
204,0.412,0.508,0.035,1
205,0.558,0.433,0.009,0
206,0.446,0.519,0.024,1
207,0.549,0.449,0.002,0
208,0.425,0.555,0.018,1
209,0.428,0.553,0.017,1
210,0.47,0.491,0.029,1
211,0.315,0.661,0.013,1
212,0.378,0.591,0.014,1
213,0.53,0.445,0.039,0
214,0.466,0.482,0.025,1
215,0.417,0.566,0.007,1
216,0.481,0.479,0.024,0
217,0.374,0.575,0.081,1
218,0.459,0.494,0.023,1
219,0.34,0.577,0.069,1
220,0.474,0.512,0.014,1
221,0.393,0.587,0.013,1
222,0.476,0.496,0.008,1
223,0.51,0.462,0.026,0
224,0.625,0.364,0.01,0
225,0.424,0.55,0.027,1
226,0.415,0.502,0.14,1
227,0.517,0.466,0.004,0
228,0.425,0.53,0.024,1
